"Library Name" "Address" "City" "ZIP Code" "State" "Latitude" "Longitude"
"532" "Mount Pulaski Public Library District" "Mount Pulaski" "320 North Washington Street" 62548 "IL" -89.2852096 40.0118817
"533" "Brown County Public Library District" "Mount Sterling" "143 West Main Street" 62353 "IL" -90.765928 39.9859301
"534" "C.E. Brehm Memorial Public Library District" "Mount Vernon" "101 South Seventh Street" 62864 "IL" -88.8994427 38.3175847
"535" "Mount Zion Public Library District" "Mount Zion" "115 West Main Street" 62549 "IL" -88.8720971 39.7695516
"536" "Moweaqua Public Library District" "Moweaqua" "600 North Putnam Street" 62550 "IL" -89.0146322 39.6312709
"537" "Moweaqua Public Library District" "Moweaqua" "122 North Main St" NA "IL" -73.2142267 44.4758907
"538" "Fremont Public Library District" "Mundelein" "1170 North Midlothian Road" 60060 "IL" -88.0201982 42.2821112
"539" "Sallie Logan Public Library" "Murphysboro" "1808 Walnut Street" 62966 "IL" -89.3429326 37.7646457
"540" "95th Street Library (Nsl)" "Naperville" "3015 Cedar Glade Dr." NA "IL" -92.1798665 35.1802893
"541" "Naper Boulevard Library" "Naperville" "2035 S. Naper Blvd." NA "IL" -88.1180793 41.7297912
"542" "Naperville Public Library" "Naperville" "200 West Jefferson Avenue" 60540 "IL" -88.1519347 41.772304
"543" "Nichols Library" "Naperville" "200 W. Jefferson Ave." NA "IL" -83.171085 42.168684
"544" "Nashville Public Library" "Nashville" "219 East Elm Street" 62263 "IL" -89.3815045 38.3445293
"545" "Nauvoo Public Library" "Nauvoo" "1270 Mulholland Street" 62354 "IL" -91.3824517 40.5497048
"546" "Neoga Public Library District" "Neoga" "550 Chestnut Avenue" 62447 "IL" -88.4527573 39.3207767
"547" "Neponset Public Library" "Neponset" "201 West Commerical Street" 61345 "IL" -89.7908564 41.2965088
"548" "New Athens District Library" "New Athens" "201 North Van Buren Street" 62264 "IL" -89.87806 38.32678
"549" "New Baden Public Library" "New Baden" "210 North First Street" 62265 "IL" -89.6997033 38.5375758
"550" "West Sangamon Public Library District" "New Berlin" "103 East Illinois Street" 62670 "IL" -89.91219 39.7248109
"551" "New Lenox Public Library District" "New Lenox" "120 Veterans Parkway" 60451 "IL" -87.9787177 41.5137002
"552" "New Windsor Public Library District" "New Windsor" "412 Main Street" 61465 "IL" -90.4415603 41.2023998
"553" "Charles B. Phillips Public Library District" "Newark" "6 North Jackson Street" 60541 "IL" -88.5822972 41.5370643
"554" "Newman Regional Library District" "Newman" "108 West Yates Street" 61942 "IL" -87.9862833 39.7976231
"555" "Newton Public Library District" "Newton" "100 South Van Buren Street" 62448 "IL" -88.1612047 38.9908645
"556" "Niles Public Library District" "Niles" "6960 Oakton Street" 60714 "IL" -87.8010584 42.0264488
"557" "Nokomis Public Library" "Nokomis" "22 South Cedar Street" 62075 "IL" -89.2875886 39.3001179
"558" "Normal Public Library" "Normal" "206 West College Avenue" 61761 "IL" -88.9866075 40.5106271
"559" "Norris City Memorial Public Library District" "Norris City" "603 South Division Street" 62869 "IL" -88.3288567 37.9762436
"560" "Messenger Public Library Of North Aurora" "North Aurora" "113 Oak Street" 60542 "IL" -88.3286094 41.8090875
"561" "North Chicago Public Library" "North Chicago" "2100 Argonne Drive" 60064 "IL" -87.857754 42.3256159
"562" "North Riverside Public Library District" "North Riverside" "2400 South Des Plaines Avenue" 60546 "IL" -87.8237382 41.8462419
"563" "Northbrook Public Library" "Northbrook" "1201 Cedar Lane" 60062 "IL" -87.8309149 42.1305109
"564" "Northfield Branch" "Northfield" "1785 Orchard Lane" NA "IL" -97.1058275 31.5670897
"565" "Northlake Public Library District" "Northlake" "231 North Wolf Road" 60164 "IL" -87.9029311 41.911359
"566" "Oak Brook Public Library" "Oak Brook" "600 Oak Brook Road" 60523 "IL" -87.9370594 41.8337423
"567" "Acorn Public Library District" "Oak Forest" "15624 South Central Avenue" 60452 "IL" -87.7567452 41.607367
"568" "Oak Lawn Public Library" "Oak Lawn" "9427 South Raymond Avenue" 60453 "IL" -87.7523404 41.7203713
"569" "Dole Branch Library" "Oak Park" "255 Augusta" NA "IL" -98.6079374 29.8485133
"570" "Maze Branch Library" "Oak Park" "845 South Gunderson" NA "IL" -124.1322271 46.9573134
"571" "Oak Park Public Library" "Oak Park" "834 Lake Street" 60301 "IL" -87.7963412 41.8891681
"572" "Oakwood Public Library District" "Oakwood" "110 East Finley Street" 61858 "IL" -87.7770964 40.1148183
"573" "Odell Public Library District" "Odell" "301 East Richard Street" 60460 "IL" -88.5220445 41.0030669
"574" "Ofallon Public Library" "Ofallon" "120 Civic Plaza" 62269 "IL" -89.9132779 38.581801
"575" "Ogden Rose Public Library" "Ogden" "103 West Main Street" 61859 "IL" -87.956342 40.11419
"576" "Oglesby Public Library District" "Oglesby" "111 South Woodland Avenue" 61348 "IL" -89.0625093 41.293959
"577" "Ohio Public Library District" "Ohio" "112 North Main Street" 61349 "IL" -89.4617239 41.5581051
"578" "Dodge Memorial Public Library District" "Olive Branch" "22440 Railroad Street" 62969 "IL" -117.1416179 47.4497694
"579" "Olmsted Public Library" "Olmsted" "160 North Front Street" 62970 "IL" -89.0882583 37.1814701
"580" "Olney Public Library" "Olney" "400 West Main Street" 62450 "IL" -88.0895323 38.730909
"581" "Onarga Community Public Library District" "Onarga" "209 West Seminary Avenue" 60955 "IL" -88.0088075 40.7151759
"582" "Greig Memorial Library" "Oneida" "110 South Joy Street" 61467 "IL" -90.22214 41.072083
"583" "Oneida Greig Memorial Library" "Oneida" "110 S. Joy Street" NA "IL" -90.22214 41.072083
"584" "Oreana Public Library" "Oreana" "100 South Route 48" 62554 "IL" -88.8678941 39.9363398
"585" "Oregon Public Library District" "Oregon" "300 Jefferson Street" 61061 "IL" -89.3316929 42.0135546
"586" "Western District Library" "Orion" "1111 Fourth Street" 61273 "IL" -90.381071 41.353121
"587" "Orland Park Public Library" "Orland Park" "14921 South Ravinia Avenue" 60462 "IL" -87.8563805 41.6188585
"588" "Oswego Public Library District" "Oswego" "32 West Jefferson Street" 60543 "IL" -88.3508496 41.6852048
"589" "Reddick Public Library District" "Ottawa" "1010 Canal Street" 61350 "IL" -88.8458713 41.3500594
"590" "Palatine Public Library District" "Palatine" "700 North North Court" 60067 "IL" -88.0368146 42.1219889
"591" "Rand Road Branch" "Palatine" "1585 Rand Road" NA "IL" -87.88388 42.0461042
"592" "Palestine Public Library District" "Palestine" "116 South Main Street" 62451 "IL" -87.6128048 39.002632
"593" "Palos Heights Public Library" "Palos Heights" "12501 South 71st Avenue" 60463 "IL" -87.7938479 41.6639663
"594" "Green Hills Public Library District" "Palos Hills" "8611 West 103rd Street" 60465 "IL" -87.8321292 41.703265
"595" "Palos Park Public Library" "Palos Park" "12330 South Forest Glen Boulevard" 60464 "IL" -87.5816847 33.3097212
"596" "Carnegie-Schuyler Library" "Pana" "303 East Second Street" 62557 "IL" -89.0786032 39.3886087
"597" "Paris Carnegie Public Library" "Paris" "207 South Main Street" 61944 "IL" -87.6949452 39.6128488
"598" "Park Forest Public Library" "Park Forest" "400 Lakewood Boulevard" 60466 "IL" -87.6847386 41.4850966
"599" "Park Ridge Public Library" "Park Ridge" "20 South Prospect Avenue" 60068 "IL" -87.8305081 42.0106828
"600" "Patoka Public Library" "Patoka" "210 West Bond Street" 62875 "IL" -89.0969745 38.7540562
"601" "Paw Paw Public Library District" "Paw Paw" "362 Chicago Road" 61353 "IL" -88.9821284 41.6886263
"602" "Pawnee Public Library" "Pawnee" "613 Douglas Street" 62558 "IL" -89.5804135 39.5918039
"603" "Paxton Carnegie Library" "Paxton" "254 South Market Street" 60957 "IL" -88.0985488 40.4588634
"604" "Pearl City Public Library District" "Pearl City" "221 South Main Street" 61062 "IL" -89.826186 42.2658066
"605" "Pecatonica Public Library District" "Pecatonica" "400 West Eleventh Street" 61063 "IL" -89.3639828 42.3048441
"606" "Pekin Public Library" "Pekin" "301 South Fourth Street" 61554 "IL" -89.6480935 40.5675863
"607" "Lakeview Branch Library" "Peoria" "1137 W. Lake Ave." NA "IL" -89.6118772 40.7410119
"608" "Lincoln Branch Library" "Peoria" "1312 W. Lincoln Ave" NA "IL" -96.0985434 46.2838052
"609" "Mcclure Branch Library" "Peoria" "315 W. Mcclure Ave." NA "IL" -89.5343636 37.8723268
"610" "Peoria Public Library" "Peoria" "107 Northeast Monroe Street" 61602 "IL" -89.5924468 40.695347
"611" "Riverwest Library" "Peoria" "312 S. Merriman" NA "IL" -79.297147 33.370531
"612" "South Side Library" "Peoria" "2605 W. Krause Ave." NA "IL" -89.6345437 40.6668404
"613" "Peoria Heights Public Library" "Peoria Heights" "816 East Glen Avenue" 61616 "IL" -89.5808345 40.7459459
"614" "Peotone Public Library District" "Peotone" "515 North First Street" 60468 "IL" -87.7919552 41.3381622
"615" "Percy Reading Center" "Percy" "307 West Pine" NA "IL" -81.8831814 31.6093578
"616" "Peru Public Library" "Peru" "1409 Eleventh Street" 61354 "IL" -89.1244943 41.3340405
"617" "Petersburg Public Library" "Petersburg" "220 South Sixth Street" 62675 "IL" -89.8483373 40.0100985
"618" "Philo Public Library District" "Philo" "115 East Washington Street" 61864 "IL" -88.156931 40.006672
"619" "Pinckneyville Public Library" "Pinckneyville" "312 South Walnut Street" 62274 "IL" -89.3827413 38.0769812
"620" "Piper City Public Library District" "Piper City" "39 West Main Street" 60959 "IL" -88.1915312 40.7587881
"621" "Pittsburg Branch Library" "Pittsburg" "302 W. Avery St." NA "IL" -87.2234502 30.4300925
"622" "Pittsfield Public Library" "Pittsfield" "205 North Memorial Street" 62363 "IL" -90.8075769 39.6079929
"623" "Plainfield Public Library District" "Plainfield" "15025 South Illinois Street" 60544 "IL" -88.2032543 41.6090836
"624" "Plano Community Library District" "Plano" "15 West North Street" 60545 "IL" -88.53812 41.6631518
"625" "Pleasant Plains Branch" "Pleasant Plains" "555 Buckeye Rd" NA "IL" -82.8722215 32.5568748
"626" "Plymouth Branch" "Plymouth" "103 Main" NA "IL" 34.1183674 -15.8802138
"627" "Polo Public Library District" "Polo" "302 West Mason Street" 61064 "IL" -89.5802405 41.9861684
"628" "Pontiac Public Library" "Pontiac" "211 East Madison Street" 61764 "IL" -88.6274297 40.8803544
"629" "River Valley District Library" "Port Byron" "214 South Main Street" 61275 "IL" -90.335932 41.604877
"630" "Matson Public Library" "Princeton" "15 Park Avenue West" NA "IL" -82.5163034 40.7585675
"631" "Princeton Public Library" "Princeton" "698 East Peru Street" 61356 "IL" -89.4530484 41.3715197
"632" "Lillie M. Evans Library District" "Princeville" "207 North Walnut Avenue" 61559 "IL" -89.7564454 40.931208
"633" "Henry C. Adams Memorial Library" "Prophetstown" "209 West Third Street" 61277 "IL" -89.9375804 41.6714088
"634" "Prospect Heights Public Library District" "Prospect Heights" "12 North Elm Street" 60070 "IL" -87.9425968 42.0967174
"635" "Putnam (Condit) Branch" "Putnam" "105 W. Center Street" NA "IL" -79.2681185 36.096361
"636" "Quincy Public Library" "Quincy" "526 Jersey Street" 62301 "IL" -91.4074804 39.9298907
"637" "York Street Branch" "Quincy" "639 York Street" NA "IL" -104.9602056 39.7263829
"638" "Ramsey Public Library" "Ramsey" "401 South Superior Street" 62080 "IL" -89.108296 39.1472815
"639" "Rantoul Public Library" "Rantoul" "106 West Flessner Avenue" 61866 "IL" -88.159599 40.294334
"640" "Doyle Public Library District" "Raymond" "109 South Obannon Street" 62560 "IL" -89.5744243 39.3214614
"641" "Red Bud Public Library" "Red Bud" "925 South Main Street" 62278 "IL" -89.993971 38.2036423
"642" "Nippersink Public Library District" "Richmond" "5418 Hill Road" 60071 "IL" -88.3043498 42.4652509
"643" "Richton Park Public Library District" "Richton Park" "4045 Sauk Trail" 60471 "IL" -87.715659 41.483781
"644" "Elwood Township Carnegie Library" "Ridge Farm" "104 North State Street" 61870 "IL" -87.6517087 39.8971909
"645" "River Forest Public Library" "River Forest" "735 Lathrop Avenue" 60305 "IL" -87.8149199 41.8935074
"646" "River Grove Public Library District" "River Grove" "8638 West Grand Avenue" 60171 "IL" -87.842035 41.9297349
"647" "Riverdale Public Library District" "Riverdale" "208 West 144th Street" 60827 "IL" -87.6274093 41.6331869
"648" "Riverside Public Library" "Riverside" "1 Burling Road" 60546 "IL" -87.8191342 41.8265188
"649" "Riverton Village Library" "Riverton" "1200 East Riverton Road" 62561 "IL" -89.5386139 39.8598744
"650" "Roanoke Branch" "Roanoke" "123 East Broad Street" NA "IL" -77.4404923 37.5444227
"651" "William Leonard Public Library District" "Robbins" "13820 Central Park Avenue" 60472 "IL" -87.7090417 41.6413945
"652" "Robinson Public Library District" "Robinson" "606 North Jefferson Street" 62454 "IL" -87.7382251 39.0103013
"653" "Flagg-Rochelle Public Library District" "Rochelle" "619 Fourth Avenue" 61068 "IL" -89.06846 41.9231263
"654" "Rochester Public Library District" "Rochester" "1 Community Drive" 62563 "IL" -89.5265713 39.7447821
"655" "Rock Falls Public Library District" "Rock Falls" "1007 Seventh Avenue" 61071 "IL" -89.697532 41.7723898
"656" "Rock Island 30-31 Branch" "Rock Island" "3059 30th Street" NA "IL" -117.1293127 32.7373062
"657" "Rock Island Public Library" "Rock Island" "401 Nineteenth Street" 61201 "IL" -90.5727919 41.5085083
"658" "Rock Island Southwest Branch" "Rock Island" "9010 Ridgewood Road" NA "IL" -90.594784 41.429262
"659" "Lewis Lemon Branch" "Rockford" "1988 West Jefferson Street" NA "IL" -85.7841817 38.2568321
"660" "Montague Branch" "Rockford" "1238 South Winnebago Street" NA "IL" -93.5276543 43.40781
"661" "Northeast Branch" "Rockford" "320 North Alpine Road" NA "IL" -89.029039 42.2684729
"662" "Rock River Branch" "Rockford" "3128 11th Street" NA "IL" -89.071004 42.2274768
"663" "Rockford Public Library" "Rockford" "215 North Wyman Street" 61101 "IL" -89.0924467 42.2720571
"664" "Rockton Centre Branch" "Rockford" "3114 North Rockton Avenue" NA "IL" -89.0968625 42.3060111
"665" "Talcott Free Library District" "Rockton" "101 East Main Street" 61072 "IL" -89.0721491 42.4527869
"666" "Biblioteca Del Centro" "Rolling Meadows" "2268 Algonquin Road" NA "IL" -88.3318746 42.1757584
"667" "Rolling Meadows Library" "Rolling Meadows" "3110 Martin Lane" 60008 "IL" -88.0212873 42.0764648
"668" "Romeoville Branch Library" "Romeoville" "201 West Normantown Road" NA "IL" -88.0855395 41.6541026
"669" "Roodhouse Public Library" "Roodhouse" "220 West Franklin Street" 62082 "IL" -90.3722925 39.4823652
"670" "North Suburban Library-Roscoe" "Roscoe" "5562 Cayton Circle" NA "IL" -95.3129515 29.6508005
"671" "Roselle Public Library District" "Roselle" "40 South Park Street" 60172 "IL" -88.0760734 41.9826413
"672" "Roseville Branch Library" "Roseville" "145 West Penn" NA "IL" -91.8632114 41.1468493
"673" "Rosiclare Memorial Public Library" "Rosiclare" "po box 10" 62982 "IL" -88.372493 37.4249627
"674" "Round Lake Area Public Library District" "Round Lake" "906 Hart Road" 60073 "IL" -88.1058118 42.3577488
"675" "Roxana Public Library District" "Roxana" "200 North Central Avenue" 62084 "IL" -90.0792968 38.8488377
"676" "Royalton Public Library District" "Royalton" "305 South Dean Street" 62983 "IL" -89.1154613 37.8779222
"677" "Rushville Public Library" "Rushville" "104 North Monroe Street" 62681 "IL" -90.5651257 40.120692
"678" "St. Elmo Public Library District" "Saint Elmo" "311 West Cumberland Road" 62458 "IL" -88.8513834 39.0229965
"679" "St. Joseph Township-Swearingen Memorial Library" "Saint Joseph" "201 North Third Street" 61873 "IL" -88.040758 40.112502
"680" "Bryan-Bennett Library" "Salem" "217 West Main Street" 62881 "IL" -88.946839 38.6270504
"681" "Sandoval Branch Library" "Sandoval" "101 N. Broadway" NA "IL" -108.593004 37.349928
"682" "Sandwich District Library" "Sandwich" "107 East Center Street" 60548 "IL" -88.620334 41.645993
"683" "Nancy L. Mcconathy Public Library District" "Sauk Village" "21737 Jeffrey Avenue" 60411 "IL" -87.573797 41.4917018
"684" "Savanna Public Library District" "Savanna" "326 Third Street" 61074 "IL" -90.1553165 42.0938311
"685" "Cheneys Grove Township Library" "Saybrook" "204 South State Street" 61770 "IL" -88.5288388 40.425545
"686" "Schaumburg Township District Library" "Schaumburg" "130 South Roselle Road" 60193 "IL" -88.083314 42.025461
"687" "Schiller Park Public Library" "Schiller Park" "4200 Old River Road" 60176 "IL" -87.8609969 41.9555986
"688" "Seaton Public Library District" "Seaton" "201 Maple Street" 61476 "IL" -90.8019364 41.1017667
"689" "Seneca Public Library District" "Seneca" "210 North Main Street" 61360 "IL" -88.6099824 41.3151204
"690" "Sesser Public Library" "Sesser" "303 West Franklin Street" 62884 "IL" -89.0526578 38.0917059
"691" "Flewellin Memorial Library" "Shabbona" "108 West Comanche" 60550 "IL" -88.873383 41.768143
"692" "Shawneetown Public Library" "Shawneetown" "320 North Lincoln Boulevard" 62984 "IL" -88.1867704 37.714712
"693" "Sheffield Public Library" "Sheffield" "136 East Cook Street" 61361 "IL" -89.7367627 41.3564543
"694" "Shelbyville Public Library" "Shelbyville" "154 North Broadway Street" 62565 "IL" -88.7937261 39.4072796
"695" "Sheldon Public Library District" "Sheldon" "125 North Fifth Street" 60966 "IL" -87.5623872 40.7711615
"696" "Robert W. Rowe Public Library District" "Sheridan" "120 East Si Johnson Avenue" 60551 "IL" -88.6816693 41.5299655
"697" "Sherman Public Library District" "Sherman" "2100 East Andrew Road" 62684 "IL" -89.6158465 39.8959572
"698" "Sherrard Public Library District" "Sherrard" "200 Fifth Avenue" 61281 "IL" -90.5072585 41.320098
"699" "Shorewood-Troy Public Library District" "Shorewood" "650 Deerwood Drive" 60404 "IL" -88.204941 41.524076
"700" "Sidell District Library" "Sidell" "101 East Market Street" 61876 "IL" -87.8213919 39.9107257
"701" "Sidney Community Library" "Sidney" "221 South David Street" 61877 "IL" -88.0733601 40.0241196
"702" "Silvis Public Library" "Silvis" "105 Eighth Street" 61282 "IL" -90.4167806 41.5122014
"703" "Skokie Public Library" "Skokie" "5215 Oakton Street" 60077 "IL" -87.7576986 42.0257291
"704" "Smithton Public Library District" "Smithton" "109 South Main Street" 62285 "IL" -89.9925729 38.407637
"705" "Somonauk Public Library District" "Somonauk" "115 East Dekalb Street" 60552 "IL" -88.6840484 41.632777
"706" "South Beloit Public Library" "South Beloit" "630 Blackhawk Boulevard" 61080 "IL" -89.039657 42.4881242
"707" "South Holland Public Library" "South Holland" "16250 Wausau Avenue" 60473 "IL" -87.6106657 41.5994358
"708" "South Pekin Library" "South Pekin" "208 Main Street" 61564 "IL" -89.6478772 40.4946438
"709" "Sparta Public Library" "Sparta" "211 West Broadway" 62286 "IL" -89.7041339 38.1226672
"710" "Richard A. Mautino Memorial Library" "Spring Valley" "215 East Cleveland Street" 61362 "IL" -89.197886 41.3266348
"711" "Lincoln Library" "Springfield" "326 South Seventh Street" 62701 "IL" -89.646486 39.7986186
"712" "St. Charles Public Library District" "St. Charles" "1 South Sixth Ave." NA "IL" -95.9019949 40.7989379
"713" "Standard Branch" "Standard" "128 First Street" NA "IL" -90.5671922 41.4528368
"714" "Allin Township Library" "Stanford" "116 West Main Street" 61774 "IL" -89.2190416 40.4346364
"715" "Staunton Public Library" "Staunton" "306 West Main Street" 62088 "IL" -89.7891424 39.0120732
"716" "Steeleville Area Public Library District" "Steeleville" "625 South Sparta Street" 62288 "IL" -89.6586641 38.0026678
"717" "Steger-South Chicago Heights Public Library District" "Steger" "54 East 31st Street" 60475 "IL" -87.6339194 41.4750034
"718" "Stickney-Forest View Public Library District" "Stickney" "6800 West 43rd Street" 60402 "IL" -87.7926806 41.8144138
"719" "Stockton Township Public Library" "Stockton" "140 West Benton Avenue" 61085 "IL" -90.0082204 42.3508552
"720" "Stonington Township Public Library" "Stonington" "500 East North Street" 62567 "IL" -89.1836769 39.6405538
"721" "Poplar Creek Public Library District" "Streamwood" "1405 South Park Avenue" 60107 "IL" -88.1744921 42.0086374
"722" "Streator Public Library" "Streator" "130 South Park Street" 61364 "IL" -88.8341874 41.1204119
"723" "Sugar Grove Public Library District" "Sugar Grove" "54 Snow Street" 60554 "IL" -88.4442718 41.761044
"724" "Elizabeth Titus Memorial Library" "Sullivan" "2 West Water Street" 61951 "IL" -88.6074383 39.5971271
"725" "Summit Public Library District" "Summit" "6233 South Archer Road" 60501 "IL" -87.8135935 41.7779876
"726" "Sycamore Public Library" "Sycamore" "103 East State Street" 60178 "IL" -88.6838826 41.9886963
"727" "Taylorville Public Library" "Taylorville" "121 West Vine Street" 62568 "IL" -89.2958199 39.5505837
"728" "York Township Public Library" "Thomson" "1005 West Main Street" 61285 "IL" -90.1025388 41.9586891
"729" "Thornton Public Library" "Thornton" "115 East Margaret Street" 60476 "IL" -87.6117085 41.5678731
"730" "Tilden Public Library" "Tilden" "540 Pine Street" 62292 "IL" -89.6813341 38.2104151
"731" "Tinley Park Public Library" "Tinley Park" "7851 Timber Drive" 60477 "IL" -87.8104221 41.5617163
"732" "Sumpter Township Library" "Toledo" "408 Courthouse Square" 62468 "IL" -87.7747281 30.8821922
"733" "Tolono Public Library District" "Tolono" "111 East Main Street" 61880 "IL" -88.260346 39.985231
"734" "Toluca Public Library District" "Toluca" "102 North Main Street" 61369 "IL" -89.1339958 41.0031166
"735" "Toulon Public Library District" "Toulon" "306 West Jefferson Street" 61483 "IL" -89.861232 41.0928585
"736" "Towanda District Library" "Towanda" "301 South Taylor Street" 61776 "IL" -88.8947753 40.5632214
"737" "Tremont District Library" "Tremont" "215 South Sampson Street" 61568 "IL" -89.4911337 40.5254765
"738" "Trenton Public Library" "Trenton" "118 East Indiana Street" 62293 "IL" -89.680351 38.603094
"739" "Tri-Township Public Library District" "Troy" "209 South Main Street" 62294 "IL" -89.8841619 38.7274635
"740" "Tuscola Public Library" "Tuscola" "112 East Sale Street" 61953 "IL" -88.2874785 39.7998392
"741" "University Park Public Library District" "University Park" "1100 Blackhawk Drive" 60466 "IL" -87.6948992 41.4740243
"742" "Urbana Free Library" "Urbana" "210 West Green Street" 61801 "IL" -88.2094983 40.1113033
"743" "Utica Public Library District" "Utica" "po box 367" 61373 "IL" -88.9988098 41.4168873
"744" "Valmeyer Public Library District" "Valmeyer" "300 South Cedar Bluff Drive" 62295 "IL" -90.277925 38.310295
"745" "Evans Public Library District" "Vandalia" "215 South Fifth Street" 62471 "IL" -89.0961007 38.9605445
"746" "Venice Public Library" "Venice" "325 Broadway Avenue" 62090 "IL" -90.1707113 38.6718645
"747" "Potomac Public Library" "Vermilion" "110 East State Street" 61865 "IL" -87.8006499 40.3053362
"748" "Vermont Public Library" "Vermont" "po box 199" 61484 "IL" -90.4219444 40.297885
"749" "Evergreen Interim Library" "Vernon Hills" "290 Evergreen Dr." NA "IL" -88.3152589 44.3011136
"750" "Versailles Branch Library" "Versailles" "112 West 2nd Street" NA "IL" -104.5320373 33.3940529
"751" "Victoria Public Library District" "Victoria" "227 East Main Street" 61485 "IL" -90.0966976 41.0337924
"752" "Vienna Carnegie Public Library" "Vienna" "401 Poplar Street" 62995 "IL" -88.8960402 37.4140139
"753" "Camargo Township District Library" "Villa Grove" "14 North Main Street" 61956 "IL" -88.1615337 39.8621282
"754" "Villa Park Public Library" "Villa Park" "305 South Ardmore Avenue" 60181 "IL" -87.9785137 41.8846891
"755" "Viola Public Library District" "Viola" "1705 Fourteenth Street" 61486 "IL" -90.5858922 41.2025868
"756" "Grand Prairie Of The West Public Library District" "Virden" "142 West Jackson Street" 62690 "IL" -89.7684479 39.5018048
"757" "Virginia Memorial Public Library" "Virginia" "100 North Main Street" 62691 "IL" -90.2094282 39.9510007
"758" "Walnut Public Library District" "Walnut" "101 Heaton" 61376 "IL" -89.594288 41.556548
"759" "Warren Township Public Library" "Warren" "210 Burnett Avenue" 61087 "IL" -89.9867228 42.496349
"760" "Barclay Public Library District" "Warrensburg" "220 South Main Street" 62573 "IL" -89.0623191 39.927129
"761" "Warrenville Public Library District" "Warrenville" "28w751 Stafford Place" 60555 "IL" -88.1826598 41.8230846
"762" "Warsaw Public Library" "Warsaw" "1025 Webster Street" 62379 "IL" -91.4300333 40.3559777
"763" "Washburn Branch" "Washburn" "102 West Magnolia" NA "IL" -81.2604639 40.6675096
"764" "Sunnyland Branch" "Washington" "1 Sunnyland Plaza" NA "IL" -89.4810855 40.6934806
"765" "Washington District Library" "Washington" "380 North Wilmor Road" 61571 "IL" -89.4231485 40.7071846
"766" "Washington Park Public Library" "Washington Park" "5103 Bunkum Road 2" 62204 "IL" -90.095763 38.623375
"767" "Morrison-Talbott Library" "Waterloo" "215 Park Street" 62298 "IL" -90.1523722 38.332933
"768" "Clinton Township Public Library" "Waterman" "110 South Elm Street" 60556 "IL" -88.7738321 41.7682532
"769" "Watseka Public Library" "Watseka" "201 South 4th Street" 60970 "IL" -87.7327574 40.7751186
"770" "Wauconda Area Public Library District" "Wauconda" "801 North Main Street" 60084 "IL" -88.1449512 42.2706052
"771" "Waukegan Public Library" "Waukegan" "128 North County Street" 60085 "IL" -87.8329016 42.3620699
"772" "Waverly Public Library" "Waverly" "291 North Pearl Street" 62692 "IL" -89.9534489 39.5934664
"773" "Wayne City Public Library" "Wayne City" "103 East Mill Street" 62895 "IL" -88.5856596 38.3454135
"774" "Weldon Public Library District" "Weldon" "505 Maple Street" 61882 "IL" -88.7478159 40.1210716
"775" "Bond Public Library" "Wenona" "208 South Chestnut Street" 61377 "IL" -89.0501202 41.0541257
"776" "West Chicago Public Library District" "West Chicago" "118 West Washington Street" 60185 "IL" -88.2055009 41.8840145
"777" "West Frankfort Public Library" "West Frankfort" "402 East Poplar Street" 62896 "IL" -88.9236684 37.8988552
"778" "West Salem Public Library" "West Salem" "112 West South Street" 62476 "IL" -88.0053815 38.5201287
"779" "West Union District Library" "West Union" "209 West Union Street" 62477 "IL" -87.668669 39.215946
"780" "Westchester Public Library" "Westchester" "10700 Canterbury Street" 60154 "IL" -87.889992 41.8555191
"781" "Thomas Ford Memorial Library" "Western Springs" "800 Chestnut Street" 60558 "IL" -87.8991989 41.8127342
"782" "Westmont Public Library" "Westmont" "428 North Cass Avenue" 60559 "IL" -87.976159 41.8062094
"783" "Westville Public Library District" "Westville" "233 South State Street" 61883 "IL" -87.6378273 40.0408307
"784" "Wheaton Public Library" "Wheaton" "225 North Cross Street" 60187 "IL" -88.10459 41.86676
"785" "Indian Trails Public Library District" "Wheeling" "355 South Schoenbeck Road" 60090 "IL" -87.9451988 42.1329076
"786" "White Hall Township Library" "White Hall" "119 East Sherman Street" 62092 "IL" -90.4034251 39.4368491
"787" "Williamsfield Public Library District" "Williamsfield" "111 West Gale Street" 61489 "IL" -90.0196592 40.9235298
"788" "Williamsville Public Library" "Williamsville" "141 West Main Street" 62693 "IL" -89.5489672 39.9542668
"789" "Willisville Village Library" "Willisville" "803 Broadway Street" 62997 "IL" -89.5897109 37.9832788
"790" "Wilmette Public Library District" "Wilmette" "1242 Wilmette Avenue" 60091 "IL" -87.7094595 42.0749165
"791" "Wilmington Public Library District" "Wilmington" "201 South Kankakee Street" 60481 "IL" -88.143747 41.307604
"792" "Winchester Public Library" "Winchester" "215 North Main Street" 62694 "IL" -90.4562381 39.633294
"793" "Windsor Storm Memorial Public Library District" "Windsor" "102 South Maple Street" 61957 "IL" -88.5936051 39.4381876
"794" "Winnebago Public Library District" "Winnebago" "210 North Elida Street" 61088 "IL" -89.241839 42.268222
"795" "Winnetka-Northfield Public Library District" "Winnetka" "768 Oak Street" 60093 "IL" -87.7330524 42.1042139
"796" "Witt Township Memorial Library" "Witt" "18 North Second Street" 62094 "IL" -89.3517638 39.2544518
"797" "Wolf Lake Branch Library" "Wolf Lake" "4720 State Rt. 3 North" NA "IL" -89.4431562 37.512572
"798" "Wood Dale Public Library District" "Wood Dale" "520 North Wood Dale Road" 60191 "IL" -87.9800124 41.9708283
